Instrumento;Link Externo;UF;Municipio;CNPJ;Nome Proponente;Modalidade;Emenda;Objeto;Situacao;Natureza Juridica;Inicio Vigencia;Fim Vigencia; Valor Global ;Valor Empenhado; Valor Liberado ; Total em Movimentacoes Financeiras ; Saldo em conta ; Vl Devolvido ;PC Informatizada;Relatorios de Execucao;Ação de Monitoramnto;Percental  Exec;Parecer Financeiro;Grau de Prioridade;Acao de Analise de PC;Data Limite para Apresentar PC;Data    de    Envio da  PC;Dias de Atraso    Envio da PC;Status de Execucao;Analise de Equipamentos;Percentual de Evolucoo da Analise;Parecer Tec -Merito;Pareceres Incluidos na Plataforma;Execução  Finaceira Concedente  e Convenente;Devolucao de Saldo p Uniao;Resto a Pagar ;Tecnico / Analista;Processo SEI;Nota de Risco;Limite Toler  Risco;Faixa de Risco;Data de Vinculo Fiscal ;Dias apos Envio da PC;ANOTACOES OBS;Ano; Contrapartida ; ALERTA de                       Execução Financeira ; ALERTA Sem Desembolso ; ALERTA Sem Pgt + 150 Dias ; Acordão  TCU1203 ; GRAU DE PRIORIDADE ;
937193;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1821602&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;06101061000121;FUNDACAO PEDRO AMERICO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas em Análise;Organização da Sociedade Civil;27/12/2022;28/06/2024;2.921.452,00; -   ;1.779.300,00;1.779.300,00; -   ;66.209,89;NÃO;ANALISADOS;REL.ANALISADOS-APROVADOS;100%;EMITIDO.;Indefinida;PARECER DA PLATAFORMA EMITIDO ANÁLISE CONVENCIONAL;26/03/2025;02/09/2024;0;Execução Total;NT EMITIDA;100,00%;PT EMITIDO;INCLUÍDOS;FNS: 60,90%   |  Convenente: 96,41%;RECOLHIDO;CANCELADO;BARTOLOMEU;25000.651910/2009-22;-;;;27/12/2024;689;;2022;66.209,89;Negativo;-;-;NÃO;#N/D;689
937198;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1821625&Usr=guest&Pwd=guest;PB;SANTA RITA;09433715000102;FUNDACAO GOVERNADOR FLAVIO RIBEIRO COUTINHO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;29/12/2022;23/11/2026;427.730,00; -   ;323.825,00;324.000,00;4.878,62; -   ;NÃO;PENDENTE;AGUARDAR EXECUÇÃO;86,36%;PENDENTE;Indefinida;MONITORAR A EXECUÇÃO;22/01/2027;;0;Execução Avançada;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 75,75%   |  Convenente: 99,98%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;BARTOLOMEU;25000.651929/2009-79;-;;;15/08/2025;-;;2022;230;Acima de 365 dias;Acima de 365 dias;Sim;NÃO;#N/D;*
937202;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1821566&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;31/12/2022;15/02/2027; = ;215.344,00;175.043,00;175.043,00;7.546,85; -   ;NÃO;PENDENTE;AGUARDAR EXECUÇÃO;86,36%;PENDENTE;4ª Prioridade;MONITORAR A EXECUÇÃO;16/04/2027;;0;Execução Avançada;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 81,29%   |  Convenente: 100,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;BARTOLOMEU;061845/2009;-;;;31/12/2026;-;;2022;0;Acima de 90 até 180 dias;Acima de 180 até 365 dias;Não;NÃO;4ª Prioridade;*
937204;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1821562&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;06101061000121;FUNDACAO PEDRO AMERICO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas em Análise;Organização da Sociedade Civil;27/12/2022;31/08/2024;1.612.452,00; -   ;1.343.759,80;1.343.759,00; -   ;11.955,17;NÃO;ANALISADOS;REL.ANALISADOS-APROVADOS;100%;EMITIDO.;4ª Prioridade;PARECER DA PLATAFORMA EMITIDO ANÁLISE CONVENCIONAL;04/05/2025;10/04/2024;0;Execução Total;NT EMITIDA;100,00%;PT EMITIDO;INCLUÍDOS;FNS: 83,34%   |  Convenente: 100,00%;RECOLHIDO;CANCELADO;BARTOLOMEU;068074/2009;-;;;30/08/2024;834;;2022;0;Negativo;-;-;NÃO;4ª Prioridade;834
937471;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1822761&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;06101061000121;FUNDACAO PEDRO AMERICO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas em Análise;Organização da Sociedade Civil;28/12/2022;13/05/2026;787.468,00;6.728,98;780.739,02;780.739,02; -   ;8.033,84;NÃO;PENDENTE;COBRAR RELATÓRIOS;100%;PENDENTE;Indefinida;ANALISAR: FINANC, ENV AREA TEC e ELAB P. EQ.;12/07/2026;12/06/2026;0;Execução Total;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 99,15%   |  Convenente: 100,00%;RECOLHIDO;SEM IFORMAÇÃO;BARTOLOMEU;049547/2009;-;;;21/05/2025;41;Resto a Pagar = Solicitado Cancelamento;2022;0;Negativo;-;-;NÃO;#N/D;41
937488;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1823517&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;06101061000121;FUNDACAO PEDRO AMERICO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas em Análise;Organização da Sociedade Civil;28/12/2022;31/08/2024;667.737,00; -   ;645.291,00;645.291,00; -   ;7.269,06;NÃO;ANALISADOS;REL.ANALISADOS-APROVADOS;100%;EMITIDO.;4ª Prioridade;PARECER DA PLATAFORMA EMITIDO ANÁLISE CONVENCIONAL;04/05/2025;04/06/2024;0;Execução Total;NT EMITIDA;100,00%;PT EMITIDO;INCLUÍDOS;FNS: 96,64%   |  Convenente: 100,00%;RECOLHIDO;CANCELADO;BARTOLOMEU;2,50006555092009E+16;-;;;02/09/2024;779;;2022;0;Negativo;-;-;NÃO;4ª Prioridade;779
937489;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1823518&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;06101061000121;FUNDACAO PEDRO AMERICO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas em Análise;Organização da Sociedade Civil;28/12/2022;12/12/2025;1.718.316,00;1.718.316,00;1.564.663,08;1.564.663,08; -   ;21.298,69;NÃO;PENDENTE;COBRAR RELATÓRIOS;100%;PENDENTE;4ª Prioridade;ANALISAR: FINANC, ENV AREA TEC e ELAB P. EQ.;10/02/2026;06/02/2026;0;Execução Total;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 91,06%   |  Convenente: 98,66%;RECOLHIDO;SEM IFORMAÇÃO;BARTOLOMEU;25000.670181/2009-11;-;;;02/09/2024;167;Solicitado o cancelamento do Resto a Pagar;2022;21.298,69;Negativo;-;-;NÃO;4ª Prioridade;167
938262;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1828493&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;08841421000157;FUNDACAO ASSISTENCIAL DA PARAIBA- FAP;CONVENIO;NÃO;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;26/06/2023;05/12/2026;147.437,00;147.437,00; -   ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;03/02/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;2,50006554262009E+16;-;;;Sem Vínculo;-;;2022;0;Sem Desembolso;-;-;NÃO;#N/D;*
938289;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1806478&Usr=guest&Pwd=guest;PB;SANTA RITA;09433715000102;FUNDACAO GOVERNADOR FLAVIO RIBEIRO COUTINHO;CONVENIO;NÃO;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;30/12/2022;07/10/2026;133.566,00;133.566,00;68.987,39;66.099,48;4.818,43; -   ;NÃO;PENDENTE;AGUARDAR EXECUÇÃO;40,91%;PENDENTE;4ª Prioridade;MONITORAR A EXECUÇÃO;06/12/2026;;0;Média Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 51,65%   |  Convenente: 95,81%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;BARTOLOMEU;2,50006554362009E+16;-;;;20/01/2026;-;;2022;0;Até 90 dias;Até 90 dias;Não;NÃO;4ª Prioridade;*
938381;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1828843&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;06101061000121;FUNDACAO PEDRO AMERICO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas em Análise;Organização da Sociedade Civil;30/12/2022;12/06/2026;2.905.823,00;29.855,24;2.875.967,76;2.875.966,96; -   ;54.125,96;NÃO;PENDENTE;COBRAR RELATÓRIOS;100%;PENDENTE;Indefinida;ANALISAR: FINANC, ENV AREA TEC e ELAB P. EQ.;11/08/2026;26/06/2026;0;Execução Total;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 98,97%   |  Convenente: 100,00%;RECOLHIDO;SEM IFORMAÇÃO;BARTOLOMEU;2,50006554772009E+16;-;;;01/03/2025;27;;2022;0;Negativo;-;-;NÃO;#N/D;27
938382;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1828839&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;06101061000121;FUNDACAO PEDRO AMERICO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas em Análise;Organização da Sociedade Civil;30/12/2022;19/03/2025;700.317,00; -   ;572.997,20;572.997,20; -   ;6.061,73;NÃO;ANALISADOS;REL.ANALISADOS-APROVADOS;100%;EMITIDO.;4ª Prioridade;ANALISAR EQUIP;18/05/2025;18/05/2025;0;Execução Total;PENDENTE;66,67%;PT EMITIDO;NÃO INCLUÍDOS;FNS: 81,82%   |  Convenente: 98,95%;RECOLHIDO;CANCELADO;BARTOLOMEU;2,50006554492009E+16;-;;;22/07/2024;431;;2022;6.061,73;Negativo;-;-;NÃO;4ª Prioridade;431
938733;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1829701&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;06101061000121;FUNDACAO PEDRO AMERICO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas em Análise;Organização da Sociedade Civil;30/12/2022;13/05/2026;3.553.974,00;3.553.974,00;3.421.071,70;3.421.071,58; -   ;78.925,20;NÃO;PENDENTE;COBRAR RELATÓRIOS;100%;PENDENTE;Indefinida;ANALISAR: FINANC, ENV AREA TEC e ELAB P. EQ.;12/07/2026;18/06/2026;0;Execução Total;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 96,26%   |  Convenente: 100,00%;RECOLHIDO;SEM IFORMAÇÃO;BARTOLOMEU;2,50006557502009E+16;-;;;29/06/2025;35;;2022;0;Negativo;-;-;NÃO;#N/D;35
938735;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1829700&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;06101061000121;FUNDACAO PEDRO AMERICO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;30/12/2022;11/08/2026;819.083,00;819.083,00;802.046,86;645.046,86;182.931,25; -   ;NÃO;PENDENTE;AGUARDAR EXECUÇÃO;90,91%;PENDENTE;4ª Prioridade;MONITORAR A EXECUÇÃO;10/10/2026;;0;Execução Avançada;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 97,92%   |  Convenente: 80,43%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;BARTOLOMEU;2,50006554202009E+16;-;;;29/06/2025;-;;2022;0;Acima de 90 até 180 dias;Acima de 365 dias;Não;NÃO;4ª Prioridade;*
939811;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1830167&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;06101061000121;FUNDACAO PEDRO AMERICO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas em Análise;Organização da Sociedade Civil;31/12/2022;13/05/2026;1.334.814,00;107.094,87;1.227.719,13;1.220.631,13; -   ;29.716,02;NÃO;PENDENTE;COBRAR RELATÓRIOS;100%;PENDENTE;Indefinida;ANALISAR: FINANC, ENV AREA TEC e ELAB P. EQ.;12/07/2026;18/06/2026;0;Execução Total;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 91,98%   |  Convenente: 99,42%;RECOLHIDO;SEM IFORMAÇÃO;BARTOLOMEU;2,50006577272009E+16;-;;;18/01/2025;35;;2022;0;Negativo;-;-;NÃO;#N/D;35
941797;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1889269&Usr=guest&Pwd=guest;PB;SOUSA;05626697000124;FUNDO MUNICIPAL DE SAUDE DE SOUSA;CONTRATO DE REPASSE;SIM;CONSTRUÇÃO DE CENTRO DE ESPECIALIDADES ODONTOLÓGICAS;Em execução;Administração Pública Municipal;28/11/2023;28/11/2026;662.500,00;662.500,00;662.500,00;118.768,91;607.090,18; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;27/01/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 17,93%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;087126/2009;-;;;Sem Vínculo;-;;2023;0;Até 90 dias;Acima de 180 até 365 dias;Não;NÃO;#N/D;*
944202;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1913324&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;06101061000121;FUNDACAO PEDRO AMERICO;CONTRATO DE REPASSE;SIM;REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;23/11/2023;23/11/2027;4.079.490,00;4.079.490,00;3.162.617,03;2.733.174,46;623.814,54; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;22/01/2028;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 77,52%   |  Convenente: 86,42%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;25000663201/2009-90;-;;;Sem Vínculo;-;;2023;0;Até 90 dias;Acima de 365 dias;Não;NÃO;#N/D;*
945989;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1923235&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONTRATO DE REPASSE;SIM;REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;18/12/2023;18/12/2026;537.890,00;537.890,00;537.890,00;273.212,15;273.934,22; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;16/02/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 100,00%   |  Convenente: 50,79%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;074029/2009;-;;;Sem Vínculo;-;;2023;0;Até 90 dias;Acima de 90 até 180 dias;Não;NÃO;#N/D;*
945991;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1923238&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONTRATO DE REPASSE;SIM;REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;18/12/2023;18/12/2027;2.368.000,00;1.858.880,00; -   ; -   ; -   ; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;16/02/2028;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 0,00%   |  Convenente: -;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;111719/2009;-;;;Sem Vínculo;-;;2023;0;Sem Desembolso;-;-;NÃO;#N/D;*
945994;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1923241&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONTRATO DE REPASSE;SIM;REFORMA DE UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;18/12/2023;18/12/2027;2.600.000,00;2.036.000,00;520.000,00; -   ;524.228,09; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;Indefinida;NÃO HOUVE DESEMBOLSO;16/02/2028;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 25,54%   |  Convenente: 0,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;111745/2009;-;;;Sem Vínculo;-;;2023;0;Até 90 dias;Até 90 dias;Não;NÃO;#N/D;*
947238;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1918127&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09112236000194;FUNDACAO NAPOLEAO LAUREANO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas em Análise;Organização da Sociedade Civil;13/12/2023;12/11/2025;100.170,00; -   ;98.508,00;98.676,00; -   ;913,26;NÃO;ANALISADOS;REL.ANALISADOS-APROVADOS;100%;EMITIDO.;4ª Prioridade;ANALISAR EQUIP;26/03/2025;11/09/2024;0;Execução Total;PENDENTE;66,67%;PT EMITIDO;NÃO INCLUÍDOS;FNS: 98,51%   |  Convenente: 100,00%;RECOLHIDO;CANCELADO;BARTOLOMEU;111908/2009;-;;;15/09/2025;680;;2023;168;Negativo;-;-;NÃO;4ª Prioridade;680
947239;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1889206&Usr=guest&Pwd=guest;PB;CAMPINA GRANDE;06101061000121;FUNDACAO PEDRO AMERICO;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Prestação de Contas enviada para Análise;Organização da Sociedade Civil;16/11/2023;16/12/2025;227.577,00;227.577,00;144.987,11;144.987,11; -   ;1.707,66;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;4ª Prioridade;NÃO HOUVE DESEMBOLSO;14/02/2026;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 63,71%   |  Convenente: 100,00%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;111928/2009;-;;;Sem Vínculo;159;;2023;0;Negativo;-;-;NÃO;4ª Prioridade;46226
947240;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1924534&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;09124165000140;INSTITUTO WALFREDO GUEDES PEREIRA;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;13/12/2023;12/12/2026;961.054,00;951.683,00;733.504,00;696.727,20;57.687,49; -   ;NÃO;PENDENTE;MONITORAR  DESEMBOLSO;0%;PENDENTE;4ª Prioridade;NÃO HOUVE DESEMBOLSO;10/02/2027;;0;Baixa Execução;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 77,07%   |  Convenente: 94,06%;SEM INFORMAÇÃO;SEM IFORMAÇÃO;Fiscal Não Identificado;112280/2009;-;;;Sem Vínculo;-;;2023;7.223,00;Acima de 365 dias;Acima de 365 dias;Sim;NÃO;4ª Prioridade;*
947472;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1929859&Usr=guest&Pwd=guest;PB;JOÃO PESSOA;40980914000180;FUNDACAO JOSE LEITE DE SOUZA;CONVENIO;NÃO;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;09/11/2023;04/06/2027;6.260.178,00;6.000.000,00;2.533.796,00;2.626.288,96;84.852,84; -   ;NÃO;PENDENTE;COBRAR RELATÓRIOS;81,48%;PENDENTE;Indefinida;COBRAR PRESTAÇÃO DE CONTAS;03/08/2027;;0;Execução Total;PENDENTE;0,00%;PENDENTE;NÃO INCLUÍDOS;FNS: 42,23%   |  Convenente: 99,34%;RECOLHIDO;SEM IFORMAÇÃO;Fiscal Não Identificado;105568/2009;-;;;Sem Vínculo;-;;2023;109.873,00;Acima de 180 até 365 dias;Acima de 180 até 365 dias;Sim;NÃO;#N/D;*
949381;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1931529&Usr=guest&Pwd=guest;PB;UIRAÚNA;12721072000107;ASSOC BENEFICENTE CONEGO MANOEL VIEIRA DA COSTA;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;29/12/2023;22/09/2026;199.829,00;199.829,00; -   ; -   ; -   ; -   ;NÃO;ANALISADOS;RELATÓRIOS ANALISADOS;100%;EMITIDO.;4ª Prioridade;PRESTAÇÃO DE CONTAS ANALISADA;21/11/2026;;0;Execução Total;NT EMITIDA;100,00%;PT EMITIDO;INCLUÍDOS;FNS: 0,00%   |  Convenente: -;RECOLHIDO;CANCELADO;Fiscal Não Identificado;25000.655855/2009-40;-;;;Sem Vínculo;-;;2023;0;Sem Desembolso;-;-;NÃO;4ª Prioridade;*
949383;https://discricionarias.transferegov.sistema.gov.br/voluntarias/ConsultarProposta/ResultadoDaConsultaDePropostaDetalharProposta.do?idProposta=1928906&Usr=guest&Pwd=guest;PB;UIRAÚNA;00684095000100;ASSOC DE PROTECAO ASSIST SAUDE E EDUCACAO DE UIRAUNA PB;CONVENIO;SIM;AQUISIÇÃO DE EQUIPAMENTO E MATERIAL PERMANENTE PARA UNIDADE DE ATENÇÃO ESPECIALIZADA EM SAÚDE;Em execução;Organização da Sociedade Civil;14/12/2023;14/12/2026;340.201,35;299.400,00;271.021,35;167.886,35;106.588,75; -   ;NÃO;PENDENTE;ANALISAR RELATÓRIOS;44,44%;PENDENTE;4ª Prioridade;COBRAR PRESTAÇÃO DE CONTAS;12/02/2027;;0;Execução Total;PENDENTE;16,67%;PENDENTE;NÃO INCLUÍDOS;FNS: 90,52%   |  Convenente: 61,95%;RECOLHIDO;CANCELADO;Fiscal Não Identificado;25000.667164/2009-99;-;;;Sem Vínculo;-;;2023;0;Acima de 365 dias;Até 90 dias;Sim;NÃO;4ª Prioridade;*
